"행정구역별(시군구)","성별","연령별","항목","단위","2019 년",
"평택시","계","20~24세","일반가구원","","25745",
"평택시","계","20~24세","1세대가구-계","","927",
"평택시","계","20~24세","1세대가구-부부","","235",
"평택시","계","20~24세","1세대가구-부부+미혼형제자매","","10",
"평택시","계","20~24세","1세대가구-부부+기타 친인척","","X",
"평택시","계","20~24세","1세대가구-가구주+미혼형제자매","","624",
"평택시","계","20~24세","1세대가구-가구주+기타 친인척","","24",
"평택시","계","20~24세","1세대가구-기타","","33",
"평택시","계","20~24세","2세대가구-계","","19640",
"평택시","계","20~24세","2세대가구-부부+미혼자녀","","13454",
"평택시","계","20~24세","2세대가구-부+미혼자녀","","1397",
"평택시","계","20~24세","2세대가구-모+미혼자녀","","3374",
"평택시","계","20~24세","2세대가구-부부+양친","","X",
"평택시","계","20~24세","2세대가구-부부+한부모","","X",
"평택시","계","20~24세","2세대가구-부부+미혼자녀+부부미혼형제자매","","122",
"평택시","계","20~24세","2세대가구-조부모+미혼손자녀","","74",
"평택시","계","20~24세","2세대가구-조부 또는 조모+미혼손자녀","","201",
"평택시","계","20~24세","2세대가구-기타","","1012",
"평택시","계","20~24세","3세대가구-계","","2041",
"평택시","계","20~24세","3세대가구-부부+미혼자녀+양친","","144",
"평택시","계","20~24세","3세대가구-부부+미혼자녀+부친","","157",
"평택시","계","20~24세","3세대가구-부부+미혼자녀+모친","","801",
"평택시","계","20~24세","3세대가구-기타","","939",
"평택시","계","20~24세","4세대이상 가구","","18",
"평택시","계","20~24세","1인가구","","2503",
"평택시","계","20~24세","비친족가구","","616",
"평택시","계","25~29세","일반가구원","","33865",
"평택시","계","25~29세","1세대가구-계","","3307",
"평택시","계","25~29세","1세대가구-부부","","2238",
"평택시","계","25~29세","1세대가구-부부+미혼형제자매","","59",
"평택시","계","25~29세","1세대가구-부부+기타 친인척","","10",
"평택시","계","25~29세","1세대가구-가구주+미혼형제자매","","861",
"평택시","계","25~29세","1세대가구-가구주+기타 친인척","","27",
"평택시","계","25~29세","1세대가구-기타","","112",
"평택시","계","25~29세","2세대가구-계","","19195",
"평택시","계","25~29세","2세대가구-부부+미혼자녀","","12738",
"평택시","계","25~29세","2세대가구-부+미혼자녀","","1167",
"평택시","계","25~29세","2세대가구-모+미혼자녀","","3238",
"평택시","계","25~29세","2세대가구-부부+양친","","22",
"평택시","계","25~29세","2세대가구-부부+한부모","","53",
"평택시","계","25~29세","2세대가구-부부+미혼자녀+부부미혼형제자매","","221",
"평택시","계","25~29세","2세대가구-조부모+미혼손자녀","","51",
"평택시","계","25~29세","2세대가구-조부 또는 조모+미혼손자녀","","204",
"평택시","계","25~29세","2세대가구-기타","","1501",
"평택시","계","25~29세","3세대가구-계","","1842",
"평택시","계","25~29세","3세대가구-부부+미혼자녀+양친","","131",
"평택시","계","25~29세","3세대가구-부부+미혼자녀+부친","","156",
"평택시","계","25~29세","3세대가구-부부+미혼자녀+모친","","665",
"평택시","계","25~29세","3세대가구-기타","","890",
"평택시","계","25~29세","4세대이상 가구","","19",
"평택시","계","25~29세","1인가구","","7539",
"평택시","계","25~29세","비친족가구","","1963",
"평택시","계","30~34세","일반가구원","","32631",
"평택시","계","30~34세","1세대가구-계","","4481",
"평택시","계","30~34세","1세대가구-부부","","3728",
"평택시","계","30~34세","1세대가구-부부+미혼형제자매","","56",
"평택시","계","30~34세","1세대가구-부부+기타 친인척","","9",
"평택시","계","30~34세","1세대가구-가구주+미혼형제자매","","521",
"평택시","계","30~34세","1세대가구-가구주+기타 친인척","","38",
"평택시","계","30~34세","1세대가구-기타","","129",
"평택시","계","30~34세","2세대가구-계","","18245",
"평택시","계","30~34세","2세대가구-부부+미혼자녀","","13703",
"평택시","계","30~34세","2세대가구-부+미혼자녀","","713",
"평택시","계","30~34세","2세대가구-모+미혼자녀","","2015",
"평택시","계","30~34세","2세대가구-부부+양친","","41",
"평택시","계","30~34세","2세대가구-부부+한부모","","113",
"평택시","계","30~34세","2세대가구-부부+미혼자녀+부부미혼형제자매","","287",
"평택시","계","30~34세","2세대가구-조부모+미혼손자녀","","9",
"평택시","계","30~34세","2세대가구-조부 또는 조모+미혼손자녀","","73",
"평택시","계","30~34세","2세대가구-기타","","1291",
"평택시","계","30~34세","3세대가구-계","","1602",
"평택시","계","30~34세","3세대가구-부부+미혼자녀+양친","","172",
"평택시","계","30~34세","3세대가구-부부+미혼자녀+부친","","182",
"평택시","계","30~34세","3세대가구-부부+미혼자녀+모친","","568",
"평택시","계","30~34세","3세대가구-기타","","680",
"평택시","계","30~34세","4세대이상 가구","","31",
"평택시","계","30~34세","1인가구","","6768",
"평택시","계","30~34세","비친족가구","","1504",
"평택시","계","35~39세","일반가구원","","41149",
"평택시","계","35~39세","1세대가구-계","","3748",
"평택시","계","35~39세","1세대가구-부부","","3142",
"평택시","계","35~39세","1세대가구-부부+미혼형제자매","","66",
"평택시","계","35~39세","1세대가구-부부+기타 친인척","","12",
"평택시","계","35~39세","1세대가구-가구주+미혼형제자매","","327",
"평택시","계","35~39세","1세대가구-가구주+기타 친인척","","32",
"평택시","계","35~39세","1세대가구-기타","","169",
"평택시","계","35~39세","2세대가구-계","","27385",
"평택시","계","35~39세","2세대가구-부부+미혼자녀","","22161",
"평택시","계","35~39세","2세대가구-부+미혼자녀","","768",
"평택시","계","35~39세","2세대가구-모+미혼자녀","","2328",
"평택시","계","35~39세","2세대가구-부부+양친","","44",
"평택시","계","35~39세","2세대가구-부부+한부모","","135",
"평택시","계","35~39세","2세대가구-부부+미혼자녀+부부미혼형제자매","","356",
"평택시","계","35~39세","2세대가구-조부모+미혼손자녀","","X",
"평택시","계","35~39세","2세대가구-조부 또는 조모+미혼손자녀","","18",
"평택시","계","35~39세","2세대가구-기타","","1572",
"평택시","계","35~39세","3세대가구-계","","2510",
"평택시","계","35~39세","3세대가구-부부+미혼자녀+양친","","329",
"평택시","계","35~39세","3세대가구-부부+미혼자녀+부친","","285",
"평택시","계","35~39세","3세대가구-부부+미혼자녀+모친","","926",
"평택시","계","35~39세","3세대가구-기타","","970",
"평택시","계","35~39세","4세대이상 가구","","45",
"평택시","계","35~39세","1인가구","","6215",
"평택시","계","35~39세","비친족가구","","1246",
"평택시","계","40~44세","일반가구원","","40661",
"평택시","계","40~44세","1세대가구-계","","3018",
"평택시","계","40~44세","1세대가구-부부","","2479",
"평택시","계","40~44세","1세대가구-부부+미혼형제자매","","59",
"평택시","계","40~44세","1세대가구-부부+기타 친인척","","7",
"평택시","계","40~44세","1세대가구-가구주+미혼형제자매","","233",
"평택시","계","40~44세","1세대가구-가구주+기타 친인척","","26",
"평택시","계","40~44세","1세대가구-기타","","214",
"평택시","계","40~44세","2세대가구-계","","28716",
"평택시","계","40~44세","2세대가구-부부+미혼자녀","","23142",
"평택시","계","40~44세","2세대가구-부+미혼자녀","","810",
"평택시","계","40~44세","2세대가구-모+미혼자녀","","2548",
"평택시","계","40~44세","2세대가구-부부+양친","","39",
"평택시","계","40~44세","2세대가구-부부+한부모","","116",
"평택시","계","40~44세","2세대가구-부부+미혼자녀+부부미혼형제자매","","308",
"평택시","계","40~44세","2세대가구-조부모+미혼손자녀","","X",
"평택시","계","40~44세","2세대가구-조부 또는 조모+미혼손자녀","","6",
"평택시","계","40~44세","2세대가구-기타","","1747",
"평택시","계","40~44세","3세대가구-계","","2626",
"평택시","계","40~44세","3세대가구-부부+미혼자녀+양친","","365",
"평택시","계","40~44세","3세대가구-부부+미혼자녀+부친","","294",
"평택시","계","40~44세","3세대가구-부부+미혼자녀+모친","","1109",
"평택시","계","40~44세","3세대가구-기타","","858",
"평택시","계","40~44세","4세대이상 가구","","9",
"평택시","계","40~44세","1인가구","","5289",
"평택시","계","40~44세","비친족가구","","1003",
"평택시","계","45~49세","일반가구원","","44809",
"평택시","계","45~49세","1세대가구-계","","4637",
"평택시","계","45~49세","1세대가구-부부","","4001",
"평택시","계","45~49세","1세대가구-부부+미혼형제자매","","65",
"평택시","계","45~49세","1세대가구-부부+기타 친인척","","X",
"평택시","계","45~49세","1세대가구-가구주+미혼형제자매","","207",
"평택시","계","45~49세","1세대가구-가구주+기타 친인척","","35",
"평택시","계","45~49세","1세대가구-기타","","328",
"평택시","계","45~49세","2세대가구-계","","30187",
"평택시","계","45~49세","2세대가구-부부+미혼자녀","","23031",
"평택시","계","45~49세","2세대가구-부+미혼자녀","","1075",
"평택시","계","45~49세","2세대가구-모+미혼자녀","","3295",
"평택시","계","45~49세","2세대가구-부부+양친","","50",
"평택시","계","45~49세","2세대가구-부부+한부모","","220",
"평택시","계","45~49세","2세대가구-부부+미혼자녀+부부미혼형제자매","","255",
"평택시","계","45~49세","2세대가구-조부모+미혼손자녀","","X",
"평택시","계","45~49세","2세대가구-조부 또는 조모+미혼손자녀","","X",
"평택시","계","45~49세","2세대가구-기타","","2259",
"평택시","계","45~49세","3세대가구-계","","3071",
"평택시","계","45~49세","3세대가구-부부+미혼자녀+양친","","296",
"평택시","계","45~49세","3세대가구-부부+미혼자녀+부친","","277",
"평택시","계","45~49세","3세대가구-부부+미혼자녀+모친","","1365",
"평택시","계","45~49세","3세대가구-기타","","1133",
"평택시","계","45~49세","4세대이상 가구","","8",
"평택시","계","45~49세","1인가구","","5795",
"평택시","계","45~49세","비친족가구","","1111",
"평택시","계","50~54세","일반가구원","","41381",
"평택시","계","50~54세","1세대가구-계","","6144",
"평택시","계","50~54세","1세대가구-부부","","5467",
"평택시","계","50~54세","1세대가구-부부+미혼형제자매","","61",
"평택시","계","50~54세","1세대가구-부부+기타 친인척","","5",
"평택시","계","50~54세","1세대가구-가구주+미혼형제자매","","169",
"평택시","계","50~54세","1세대가구-가구주+기타 친인척","","34",
"평택시","계","50~54세","1세대가구-기타","","408",
"평택시","계","50~54세","2세대가구-계","","25956",
"평택시","계","50~54세","2세대가구-부부+미혼자녀","","18814",
"평택시","계","50~54세","2세대가구-부+미혼자녀","","1158",
"평택시","계","50~54세","2세대가구-모+미혼자녀","","2995",
"평택시","계","50~54세","2세대가구-부부+양친","","63",
"평택시","계","50~54세","2세대가구-부부+한부모","","348",
"평택시","계","50~54세","2세대가구-부부+미혼자녀+부부미혼형제자매","","181",
"평택시","계","50~54세","2세대가구-조부모+미혼손자녀","","15",
"평택시","계","50~54세","2세대가구-조부 또는 조모+미혼손자녀","","5",
"평택시","계","50~54세","2세대가구-기타","","2377",
"평택시","계","50~54세","3세대가구-계","","2616",
"평택시","계","50~54세","3세대가구-부부+미혼자녀+양친","","205",
"평택시","계","50~54세","3세대가구-부부+미혼자녀+부친","","199",
"평택시","계","50~54세","3세대가구-부부+미혼자녀+모친","","1234",
"평택시","계","50~54세","3세대가구-기타","","978",
"평택시","계","50~54세","4세대이상 가구","","17",
"평택시","계","50~54세","1인가구","","5612",
"평택시","계","50~54세","비친족가구","","1036",
"평택시","계","55~59세","일반가구원","","37355",
"평택시","계","55~59세","1세대가구-계","","9273",
"평택시","계","55~59세","1세대가구-부부","","8498",
"평택시","계","55~59세","1세대가구-부부+미혼형제자매","","57",
"평택시","계","55~59세","1세대가구-부부+기타 친인척","","16",
"평택시","계","55~59세","1세대가구-가구주+미혼형제자매","","114",
"평택시","계","55~59세","1세대가구-가구주+기타 친인척","","41",
"평택시","계","55~59세","1세대가구-기타","","547",
"평택시","계","55~59세","2세대가구-계","","19214",
"평택시","계","55~59세","2세대가구-부부+미혼자녀","","12982",
"평택시","계","55~59세","2세대가구-부+미혼자녀","","912",
"평택시","계","55~59세","2세대가구-모+미혼자녀","","2114",
"평택시","계","55~59세","2세대가구-부부+양친","","92",
"평택시","계","55~59세","2세대가구-부부+한부모","","492",
"평택시","계","55~59세","2세대가구-부부+미혼자녀+부부미혼형제자매","","99",
"평택시","계","55~59세","2세대가구-조부모+미혼손자녀","","57",
"평택시","계","55~59세","2세대가구-조부 또는 조모+미혼손자녀","","17",
"평택시","계","55~59세","2세대가구-기타","","2449",
"평택시","계","55~59세","3세대가구-계","","2272",
"평택시","계","55~59세","3세대가구-부부+미혼자녀+양친","","189",
"평택시","계","55~59세","3세대가구-부부+미혼자녀+부친","","164",
"평택시","계","55~59세","3세대가구-부부+미혼자녀+모친","","948",
"평택시","계","55~59세","3세대가구-기타","","971",
"평택시","계","55~59세","4세대이상 가구","","43",
"평택시","계","55~59세","1인가구","","5506",
"평택시","계","55~59세","비친족가구","","1047",
"평택시","계","60~64세","일반가구원","","28283",
"평택시","계","60~64세","1세대가구-계","","10288",
"평택시","계","60~64세","1세대가구-부부","","9607",
"평택시","계","60~64세","1세대가구-부부+미혼형제자매","","43",
"평택시","계","60~64세","1세대가구-부부+기타 친인척","","18",
"평택시","계","60~64세","1세대가구-가구주+미혼형제자매","","58",
"평택시","계","60~64세","1세대가구-가구주+기타 친인척","","34",
"평택시","계","60~64세","1세대가구-기타","","528",
"평택시","계","60~64세","2세대가구-계","","10438",
"평택시","계","60~64세","2세대가구-부부+미혼자녀","","5959",
"평택시","계","60~64세","2세대가구-부+미혼자녀","","570",
"평택시","계","60~64세","2세대가구-모+미혼자녀","","1205",
"평택시","계","60~64세","2세대가구-부부+양친","","77",
"평택시","계","60~64세","2세대가구-부부+한부모","","480",
"평택시","계","60~64세","2세대가구-부부+미혼자녀+부부미혼형제자매","","53",
"평택시","계","60~64세","2세대가구-조부모+미혼손자녀","","127",
"평택시","계","60~64세","2세대가구-조부 또는 조모+미혼손자녀","","39",
"평택시","계","60~64세","2세대가구-기타","","1928",
"평택시","계","60~64세","3세대가구-계","","1960",
"평택시","계","60~64세","3세대가구-부부+미혼자녀+양친","","255",
"평택시","계","60~64세","3세대가구-부부+미혼자녀+부친","","151",
"평택시","계","60~64세","3세대가구-부부+미혼자녀+모친","","645",
"평택시","계","60~64세","3세대가구-기타","","909",
"평택시","계","60~64세","4세대이상 가구","","43",
"평택시","계","60~64세","1인가구","","4641",
"평택시","계","60~64세","비친족가구","","913",
"평택시","계","65~69세","일반가구원","","17825",
"평택시","계","65~69세","1세대가구-계","","7476",
"평택시","계","65~69세","1세대가구-부부","","7092",
"평택시","계","65~69세","1세대가구-부부+미혼형제자매","","27",
"평택시","계","65~69세","1세대가구-부부+기타 친인척","","7",
"평택시","계","65~69세","1세대가구-가구주+미혼형제자매","","37",
"평택시","계","65~69세","1세대가구-가구주+기타 친인척","","21",
"평택시","계","65~69세","1세대가구-기타","","292",
"평택시","계","65~69세","2세대가구-계","","5108",
"평택시","계","65~69세","2세대가구-부부+미혼자녀","","2324",
"평택시","계","65~69세","2세대가구-부+미혼자녀","","255",
"평택시","계","65~69세","2세대가구-모+미혼자녀","","732",
"평택시","계","65~69세","2세대가구-부부+양친","","48",
"평택시","계","65~69세","2세대가구-부부+한부모","","251",
"평택시","계","65~69세","2세대가구-부부+미혼자녀+부부미혼형제자매","","13",
"평택시","계","65~69세","2세대가구-조부모+미혼손자녀","","135",
"평택시","계","65~69세","2세대가구-조부 또는 조모+미혼손자녀","","56",
"평택시","계","65~69세","2세대가구-기타","","1294",
"평택시","계","65~69세","3세대가구-계","","1574",
"평택시","계","65~69세","3세대가구-부부+미혼자녀+양친","","304",
"평택시","계","65~69세","3세대가구-부부+미혼자녀+부친","","104",
"평택시","계","65~69세","3세대가구-부부+미혼자녀+모친","","434",
"평택시","계","65~69세","3세대가구-기타","","732",
"평택시","계","65~69세","4세대이상 가구","","12",
"평택시","계","65~69세","1인가구","","3215",
"평택시","계","65~69세","비친족가구","","440",
"평택시","계","70~74세","일반가구원","","13947",
"평택시","계","70~74세","1세대가구-계","","5709",
"평택시","계","70~74세","1세대가구-부부","","5473",
"평택시","계","70~74세","1세대가구-부부+미혼형제자매","","19",
"평택시","계","70~74세","1세대가구-부부+기타 친인척","","12",
"평택시","계","70~74세","1세대가구-가구주+미혼형제자매","","10",
"평택시","계","70~74세","1세대가구-가구주+기타 친인척","","16",
"평택시","계","70~74세","1세대가구-기타","","179",
"평택시","계","70~74세","2세대가구-계","","3679",
"평택시","계","70~74세","2세대가구-부부+미혼자녀","","1350",
"평택시","계","70~74세","2세대가구-부+미혼자녀","","153",
"평택시","계","70~74세","2세대가구-모+미혼자녀","","605",
"평택시","계","70~74세","2세대가구-부부+양친","","40",
"평택시","계","70~74세","2세대가구-부부+한부모","","135",
"평택시","계","70~74세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X",
"평택시","계","70~74세","2세대가구-조부모+미혼손자녀","","110",
"평택시","계","70~74세","2세대가구-조부 또는 조모+미혼손자녀","","102",
"평택시","계","70~74세","2세대가구-기타","","1180",
"평택시","계","70~74세","3세대가구-계","","1559",
"평택시","계","70~74세","3세대가구-부부+미혼자녀+양친","","288",
"평택시","계","70~74세","3세대가구-부부+미혼자녀+부친","","107",
"평택시","계","70~74세","3세대가구-부부+미혼자녀+모친","","453",
"평택시","계","70~74세","3세대가구-기타","","711",
"평택시","계","70~74세","4세대이상 가구","","8",
"평택시","계","70~74세","1인가구","","2699",
"평택시","계","70~74세","비친족가구","","293",
"평택시","계","75~79세","일반가구원","","11858",
"평택시","계","75~79세","1세대가구-계","","4216",
"평택시","계","75~79세","1세대가구-부부","","4068",
"평택시","계","75~79세","1세대가구-부부+미혼형제자매","","15",
"평택시","계","75~79세","1세대가구-부부+기타 친인척","","X",
"평택시","계","75~79세","1세대가구-가구주+미혼형제자매","","8",
"평택시","계","75~79세","1세대가구-가구주+기타 친인척","","13",
"평택시","계","75~79세","1세대가구-기타","","109",
"평택시","계","75~79세","2세대가구-계","","3116",
"평택시","계","75~79세","2세대가구-부부+미혼자녀","","778",
"평택시","계","75~79세","2세대가구-부+미혼자녀","","117",
"평택시","계","75~79세","2세대가구-모+미혼자녀","","508",
"평택시","계","75~79세","2세대가구-부부+양친","","61",
"평택시","계","75~79세","2세대가구-부부+한부모","","140",
"평택시","계","75~79세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X",
"평택시","계","75~79세","2세대가구-조부모+미혼손자녀","","137",
"평택시","계","75~79세","2세대가구-조부 또는 조모+미혼손자녀","","149",
"평택시","계","75~79세","2세대가구-기타","","1224",
"평택시","계","75~79세","3세대가구-계","","1818",
"평택시","계","75~79세","3세대가구-부부+미혼자녀+양친","","262",
"평택시","계","75~79세","3세대가구-부부+미혼자녀+부친","","121",
"평택시","계","75~79세","3세대가구-부부+미혼자녀+모친","","592",
"평택시","계","75~79세","3세대가구-기타","","843",
"평택시","계","75~79세","4세대이상 가구","","7",
"평택시","계","75~79세","1인가구","","2455",
"평택시","계","75~79세","비친족가구","","246",
"평택시","계","80~84세","일반가구원","","8189",
"평택시","계","80~84세","1세대가구-계","","2187",
"평택시","계","80~84세","1세대가구-부부","","2120",
"평택시","계","80~84세","1세대가구-부부+미혼형제자매","","6",
"평택시","계","80~84세","1세대가구-부부+기타 친인척","","X",
"평택시","계","80~84세","1세대가구-가구주+미혼형제자매","","X",
"평택시","계","80~84세","1세대가구-가구주+기타 친인척","","9",
"평택시","계","80~84세","1세대가구-기타","","44",
"평택시","계","80~84세","2세대가구-계","","2371",
"평택시","계","80~84세","2세대가구-부부+미혼자녀","","293",
"평택시","계","80~84세","2세대가구-부+미혼자녀","","62",
"평택시","계","80~84세","2세대가구-모+미혼자녀","","362",
"평택시","계","80~84세","2세대가구-부부+양친","","79",
"평택시","계","80~84세","2세대가구-부부+한부모","","250",
"평택시","계","80~84세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X",
"평택시","계","80~84세","2세대가구-조부모+미혼손자녀","","102",
"평택시","계","80~84세","2세대가구-조부 또는 조모+미혼손자녀","","160",
"평택시","계","80~84세","2세대가구-기타","","1063",
"평택시","계","80~84세","3세대가구-계","","1568",
"평택시","계","80~84세","3세대가구-부부+미혼자녀+양친","","192",
"평택시","계","80~84세","3세대가구-부부+미혼자녀+부친","","120",
"평택시","계","80~84세","3세대가구-부부+미혼자녀+모친","","617",
"평택시","계","80~84세","3세대가구-기타","","639",
"평택시","계","80~84세","4세대이상 가구","","29",
"평택시","계","80~84세","1인가구","","1857",
"평택시","계","80~84세","비친족가구","","177",
"평택시","계","85세이상","일반가구원","","4595",
"평택시","계","85세이상","1세대가구-계","","673",
"평택시","계","85세이상","1세대가구-부부","","633",
"평택시","계","85세이상","1세대가구-부부+미혼형제자매","","X",
"평택시","계","85세이상","1세대가구-부부+기타 친인척","","X",
"평택시","계","85세이상","1세대가구-가구주+미혼형제자매","","X",
"평택시","계","85세이상","1세대가구-가구주+기타 친인척","","X",
"평택시","계","85세이상","1세대가구-기타","","31",
"평택시","계","85세이상","2세대가구-계","","1700",
"평택시","계","85세이상","2세대가구-부부+미혼자녀","","66",
"평택시","계","85세이상","2세대가구-부+미혼자녀","","43",
"평택시","계","85세이상","2세대가구-모+미혼자녀","","206",
"평택시","계","85세이상","2세대가구-부부+양친","","54",
"평택시","계","85세이상","2세대가구-부부+한부모","","428",
"평택시","계","85세이상","2세대가구-부부+미혼자녀+부부미혼형제자매","","X",
"평택시","계","85세이상","2세대가구-조부모+미혼손자녀","","38",
"평택시","계","85세이상","2세대가구-조부 또는 조모+미혼손자녀","","96",
"평택시","계","85세이상","2세대가구-기타","","769",
"평택시","계","85세이상","3세대가구-계","","1053",
"평택시","계","85세이상","3세대가구-부부+미혼자녀+양친","","72",
"평택시","계","85세이상","3세대가구-부부+미혼자녀+부친","","94",
"평택시","계","85세이상","3세대가구-부부+미혼자녀+모친","","465",
"평택시","계","85세이상","3세대가구-기타","","422",
"평택시","계","85세이상","4세대이상 가구","","41",
"평택시","계","85세이상","1인가구","","1028",
"평택시","계","85세이상","비친족가구","","100",
"평택시","남자","합계","일반가구원","","243253",
"평택시","남자","합계","1세대가구-계","","33466",
"평택시","남자","합계","1세대가구-부부","","29395",
"평택시","남자","합계","1세대가구-부부+미혼형제자매","","297",
"평택시","남자","합계","1세대가구-부부+기타 친인척","","57",
"평택시","남자","합계","1세대가구-가구주+미혼형제자매","","1806",
"평택시","남자","합계","1세대가구-가구주+기타 친인척","","194",
"평택시","남자","합계","1세대가구-기타","","1717",
"평택시","남자","합계","2세대가구-계","","149033",
"평택시","남자","합계","2세대가구-부부+미혼자녀","","112325",
"평택시","남자","합계","2세대가구-부+미혼자녀","","9794",
"평택시","남자","합계","2세대가구-모+미혼자녀","","11028",
"평택시","남자","합계","2세대가구-부부+양친","","358",
"평택시","남자","합계","2세대가구-부부+한부모","","1236",
"평택시","남자","합계","2세대가구-부부+미혼자녀+부부미혼형제자매","","1411",
"평택시","남자","합계","2세대가구-조부모+미혼손자녀","","599",
"평택시","남자","합계","2세대가구-조부 또는 조모+미혼손자녀","","497",
"평택시","남자","합계","2세대가구-기타","","11785",
"평택시","남자","합계","3세대가구-계","","17148",
"평택시","남자","합계","3세대가구-부부+미혼자녀+양친","","2175",
"평택시","남자","합계","3세대가구-부부+미혼자녀+부친","","2055",
"평택시","남자","합계","3세대가구-부부+미혼자녀+모친","","5807",
"평택시","남자","합계","3세대가구-기타","","7111",
"평택시","남자","합계","4세대이상 가구","","180",
"평택시","남자","합계","1인가구","","36023",
"평택시","남자","합계","비친족가구","","7403",
"평택시","남자","15세미만","일반가구원","","36662",
"평택시","남자","15세미만","1세대가구-계","","48",
"평택시","남자","15세미만","1세대가구-부부","","X",
"평택시","남자","15세미만","1세대가구-부부+미혼형제자매","","X",
"평택시","남자","15세미만","1세대가구-부부+기타 친인척","","X",
"평택시","남자","15세미만","1세대가구-가구주+미혼형제자매","","21",
"평택시","남자","15세미만","1세대가구-가구주+기타 친인척","","9",
"평택시","남자","15세미만","1세대가구-기타","","15",
"평택시","남자","15세미만","2세대가구-계","","32932",
"평택시","남자","15세미만","2세대가구-부부+미혼자녀","","27546",
"평택시","남자","15세미만","2세대가구-부+미혼자녀","","1337",
"평택시","남자","15세미만","2세대가구-모+미혼자녀","","2758",
"평택시","남자","15세미만","2세대가구-부부+양친","","X",
"평택시","남자","15세미만","2세대가구-부부+한부모","","X",
"평택시","남자","15세미만","2세대가구-부부+미혼자녀+부부미혼형제자매","","325",
"평택시","남자","15세미만","2세대가구-조부모+미혼손자녀","","113",
"평택시","남자","15세미만","2세대가구-조부 또는 조모+미혼손자녀","","83",
"평택시","남자","15세미만","2세대가구-기타","","770",
"평택시","남자","15세미만","3세대가구-계","","3564",
"평택시","남자","15세미만","3세대가구-부부+미혼자녀+양친","","468",
"평택시","남자","15세미만","3세대가구-부부+미혼자녀+부친","","408",
"평택시","남자","15세미만","3세대가구-부부+미혼자녀+모친","","1364",
"평택시","남자","15세미만","3세대가구-기타","","1324",
"평택시","남자","15세미만","4세대이상 가구","","50",
"평택시","남자","15세미만","1인가구","","X",
"평택시","남자","15세미만","비친족가구","","68",
"평택시","남자","15~19세","일반가구원","","11774",
"평택시","남자","15~19세","1세대가구-계","","82",
"평택시","남자","15~19세","1세대가구-부부","","X",
"평택시","남자","15~19세","1세대가구-부부+미혼형제자매","","X",
"평택시","남자","15~19세","1세대가구-부부+기타 친인척","","X",
"평택시","남자","15~19세","1세대가구-가구주+미혼형제자매","","73",
"평택시","남자","15~19세","1세대가구-가구주+기타 친인척","","X",
"평택시","남자","15~19세","1세대가구-기타","","X",
"평택시","남자","15~19세","2세대가구-계","","10391",
"평택시","남자","15~19세","2세대가구-부부+미혼자녀","","7789",
"평택시","남자","15~19세","2세대가구-부+미혼자녀","","737",
"평택시","남자","15~19세","2세대가구-모+미혼자녀","","1369",
"평택시","남자","15~19세","2세대가구-부부+양친","","X",
"평택시","남자","15~19세","2세대가구-부부+한부모","","X",
"평택시","남자","15~19세","2세대가구-부부+미혼자녀+부부미혼형제자매","","59",
"평택시","남자","15~19세","2세대가구-조부모+미혼손자녀","","42",
"평택시","남자","15~19세","2세대가구-조부 또는 조모+미혼손자녀","","46",
"평택시","남자","15~19세","2세대가구-기타","","349",
"평택시","남자","15~19세","3세대가구-계","","1142",
"평택시","남자","15~19세","3세대가구-부부+미혼자녀+양친","","102",
"평택시","남자","15~19세","3세대가구-부부+미혼자녀+부친","","72",
"평택시","남자","15~19세","3세대가구-부부+미혼자녀+모친","","498",
"평택시","남자","15~19세","3세대가구-기타","","470",
"평택시","남자","15~19세","4세대이상 가구","","X",
"평택시","남자","15~19세","1인가구","","122",
"평택시","남자","15~19세","비친족가구","","35",
"평택시","남자","20~24세","일반가구원","","12473",
"평택시","남자","20~24세","1세대가구-계","","364",
"평택시","남자","20~24세","1세대가구-부부","","41",
"평택시","남자","20~24세","1세대가구-부부+미혼형제자매","","6",
"평택시","남자","20~24세","1세대가구-부부+기타 친인척","","X",
"평택시","남자","20~24세","1세대가구-가구주+미혼형제자매","","294",
"평택시","남자","20~24세","1세대가구-가구주+기타 친인척","","9",
"평택시","남자","20~24세","1세대가구-기타","","14",
"평택시","남자","20~24세","2세대가구-계","","9536",
"평택시","남자","20~24세","2세대가구-부부+미혼자녀","","6533",
"평택시","남자","20~24세","2세대가구-부+미혼자녀","","726",
"평택시","남자","20~24세","2세대가구-모+미혼자녀","","1611",
"평택시","남자","20~24세","2세대가구-부부+양친","","X",
"평택시","남자","20~24세","2세대가구-부부+한부모","","X",
"평택시","남자","20~24세","2세대가구-부부+미혼자녀+부부미혼형제자매","","58",
"평택시","남자","20~24세","2세대가구-조부모+미혼손자녀","","46",
"평택시","남자","20~24세","2세대가구-조부 또는 조모+미혼손자녀","","106",
"평택시","남자","20~24세","2세대가구-기타","","456",
"평택시","남자","20~24세","3세대가구-계","","1004",
"평택시","남자","20~24세","3세대가구-부부+미혼자녀+양친","","67",
"평택시","남자","20~24세","3세대가구-부부+미혼자녀+부친","","84",
"평택시","남자","20~24세","3세대가구-부부+미혼자녀+모친","","381",
"평택시","남자","20~24세","3세대가구-기타","","472",
"평택시","남자","20~24세","4세대이상 가구","","7",
"평택시","남자","20~24세","1인가구","","1248",
