"행정구역별(시군구)","성별","연령별","항목","단위","2019 년",
"종로구","계","20~24세","2세대가구-부부+한부모","","X",
"종로구","계","20~24세","2세대가구-부부+미혼자녀+부부미혼형제자매","","47",
"종로구","계","20~24세","2세대가구-조부모+미혼손자녀","","25",
"종로구","계","20~24세","2세대가구-조부 또는 조모+미혼손자녀","","69",
"종로구","계","20~24세","2세대가구-기타","","265",
"종로구","계","20~24세","3세대가구-계","","650",
"종로구","계","20~24세","3세대가구-부부+미혼자녀+양친","","49",
"종로구","계","20~24세","3세대가구-부부+미혼자녀+부친","","46",
"종로구","계","20~24세","3세대가구-부부+미혼자녀+모친","","227",
"종로구","계","20~24세","3세대가구-기타","","328",
"종로구","계","20~24세","4세대이상 가구","","X",
"종로구","계","20~24세","1인가구","","3280",
"종로구","계","20~24세","비친족가구","","506",
"종로구","계","25~29세","일반가구원","","11972",
"종로구","계","25~29세","1세대가구-계","","1023",
"종로구","계","25~29세","1세대가구-부부","","337",
"종로구","계","25~29세","1세대가구-부부+미혼형제자매","","14",
"종로구","계","25~29세","1세대가구-부부+기타 친인척","","X",
"종로구","계","25~29세","1세대가구-가구주+미혼형제자매","","597",
"종로구","계","25~29세","1세대가구-가구주+기타 친인척","","26",
"종로구","계","25~29세","1세대가구-기타","","47",
"종로구","계","25~29세","2세대가구-계","","5632",
"종로구","계","25~29세","2세대가구-부부+미혼자녀","","3577",
"종로구","계","25~29세","2세대가구-부+미혼자녀","","317",
"종로구","계","25~29세","2세대가구-모+미혼자녀","","1124",
"종로구","계","25~29세","2세대가구-부부+양친","","15",
"종로구","계","25~29세","2세대가구-부부+한부모","","5",
"종로구","계","25~29세","2세대가구-부부+미혼자녀+부부미혼형제자매","","54",
"종로구","계","25~29세","2세대가구-조부모+미혼손자녀","","19",
"종로구","계","25~29세","2세대가구-조부 또는 조모+미혼손자녀","","66",
"종로구","계","25~29세","2세대가구-기타","","455",
"종로구","계","25~29세","3세대가구-계","","661",
"종로구","계","25~29세","3세대가구-부부+미혼자녀+양친","","34",
"종로구","계","25~29세","3세대가구-부부+미혼자녀+부친","","35",
"종로구","계","25~29세","3세대가구-부부+미혼자녀+모친","","239",
"종로구","계","25~29세","3세대가구-기타","","353",
"종로구","계","25~29세","4세대이상 가구","","8",
"종로구","계","25~29세","1인가구","","3903",
"종로구","계","25~29세","비친족가구","","745",
"종로구","계","30~34세","일반가구원","","9459",
"종로구","계","30~34세","1세대가구-계","","1414",
"종로구","계","30~34세","1세대가구-부부","","949",
"종로구","계","30~34세","1세대가구-부부+미혼형제자매","","24",
"종로구","계","30~34세","1세대가구-부부+기타 친인척","","7",
"종로구","계","30~34세","1세대가구-가구주+미혼형제자매","","376",
"종로구","계","30~34세","1세대가구-가구주+기타 친인척","","12",
"종로구","계","30~34세","1세대가구-기타","","46",
"종로구","계","30~34세","2세대가구-계","","4392",
"종로구","계","30~34세","2세대가구-부부+미혼자녀","","2884",
"종로구","계","30~34세","2세대가구-부+미혼자녀","","211",
"종로구","계","30~34세","2세대가구-모+미혼자녀","","735",
"종로구","계","30~34세","2세대가구-부부+양친","","16",
"종로구","계","30~34세","2세대가구-부부+한부모","","34",
"종로구","계","30~34세","2세대가구-부부+미혼자녀+부부미혼형제자매","","62",
"종로구","계","30~34세","2세대가구-조부모+미혼손자녀","","10",
"종로구","계","30~34세","2세대가구-조부 또는 조모+미혼손자녀","","38",
"종로구","계","30~34세","2세대가구-기타","","402",
"종로구","계","30~34세","3세대가구-계","","465",
"종로구","계","30~34세","3세대가구-부부+미혼자녀+양친","","60",
"종로구","계","30~34세","3세대가구-부부+미혼자녀+부친","","33",
"종로구","계","30~34세","3세대가구-부부+미혼자녀+모친","","135",
"종로구","계","30~34세","3세대가구-기타","","237",
"종로구","계","30~34세","4세대이상 가구","","14",
"종로구","계","30~34세","1인가구","","2647",
"종로구","계","30~34세","비친족가구","","527",
"종로구","계","35~39세","일반가구원","","9511",
"종로구","계","35~39세","1세대가구-계","","1206",
"종로구","계","35~39세","1세대가구-부부","","889",
"종로구","계","35~39세","1세대가구-부부+미혼형제자매","","27",
"종로구","계","35~39세","1세대가구-부부+기타 친인척","","X",
"종로구","계","35~39세","1세대가구-가구주+미혼형제자매","","214",
"종로구","계","35~39세","1세대가구-가구주+기타 친인척","","12",
"종로구","계","35~39세","1세대가구-기타","","61",
"종로구","계","35~39세","2세대가구-계","","5359",
"종로구","계","35~39세","2세대가구-부부+미혼자녀","","3817",
"종로구","계","35~39세","2세대가구-부+미혼자녀","","159",
"종로구","계","35~39세","2세대가구-모+미혼자녀","","684",
"종로구","계","35~39세","2세대가구-부부+양친","","38",
"종로구","계","35~39세","2세대가구-부부+한부모","","54",
"종로구","계","35~39세","2세대가구-부부+미혼자녀+부부미혼형제자매","","123",
"종로구","계","35~39세","2세대가구-조부모+미혼손자녀","","X",
"종로구","계","35~39세","2세대가구-조부 또는 조모+미혼손자녀","","11",
"종로구","계","35~39세","2세대가구-기타","","473",
"종로구","계","35~39세","3세대가구-계","","717",
"종로구","계","35~39세","3세대가구-부부+미혼자녀+양친","","145",
"종로구","계","35~39세","3세대가구-부부+미혼자녀+부친","","54",
"종로구","계","35~39세","3세대가구-부부+미혼자녀+모친","","222",
"종로구","계","35~39세","3세대가구-기타","","296",
"종로구","계","35~39세","4세대이상 가구","","7",
"종로구","계","35~39세","1인가구","","1872",
"종로구","계","35~39세","비친족가구","","350",
"종로구","계","40~44세","일반가구원","","9034",
"종로구","계","40~44세","1세대가구-계","","800",
"종로구","계","40~44세","1세대가구-부부","","568",
"종로구","계","40~44세","1세대가구-부부+미혼형제자매","","23",
"종로구","계","40~44세","1세대가구-부부+기타 친인척","","X",
"종로구","계","40~44세","1세대가구-가구주+미혼형제자매","","146",
"종로구","계","40~44세","1세대가구-가구주+기타 친인척","","6",
"종로구","계","40~44세","1세대가구-기타","","53",
"종로구","계","40~44세","2세대가구-계","","5818",
"종로구","계","40~44세","2세대가구-부부+미혼자녀","","4292",
"종로구","계","40~44세","2세대가구-부+미혼자녀","","166",
"종로구","계","40~44세","2세대가구-모+미혼자녀","","668",
"종로구","계","40~44세","2세대가구-부부+양친","","8",
"종로구","계","40~44세","2세대가구-부부+한부모","","47",
"종로구","계","40~44세","2세대가구-부부+미혼자녀+부부미혼형제자매","","128",
"종로구","계","40~44세","2세대가구-조부모+미혼손자녀","","X",
"종로구","계","40~44세","2세대가구-조부 또는 조모+미혼손자녀","","X",
"종로구","계","40~44세","2세대가구-기타","","505",
"종로구","계","40~44세","3세대가구-계","","761",
"종로구","계","40~44세","3세대가구-부부+미혼자녀+양친","","134",
"종로구","계","40~44세","3세대가구-부부+미혼자녀+부친","","54",
"종로구","계","40~44세","3세대가구-부부+미혼자녀+모친","","287",
"종로구","계","40~44세","3세대가구-기타","","286",
"종로구","계","40~44세","4세대이상 가구","","5",
"종로구","계","40~44세","1인가구","","1405",
"종로구","계","40~44세","비친족가구","","245",
"종로구","계","45~49세","일반가구원","","11784",
"종로구","계","45~49세","1세대가구-계","","1223",
"종로구","계","45~49세","1세대가구-부부","","993",
"종로구","계","45~49세","1세대가구-부부+미혼형제자매","","12",
"종로구","계","45~49세","1세대가구-부부+기타 친인척","","X",
"종로구","계","45~49세","1세대가구-가구주+미혼형제자매","","133",
"종로구","계","45~49세","1세대가구-가구주+기타 친인척","","12",
"종로구","계","45~49세","1세대가구-기타","","70",
"종로구","계","45~49세","2세대가구-계","","7491",
"종로구","계","45~49세","2세대가구-부부+미혼자녀","","5329",
"종로구","계","45~49세","2세대가구-부+미혼자녀","","233",
"종로구","계","45~49세","2세대가구-모+미혼자녀","","990",
"종로구","계","45~49세","2세대가구-부부+양친","","12",
"종로구","계","45~49세","2세대가구-부부+한부모","","56",
"종로구","계","45~49세","2세대가구-부부+미혼자녀+부부미혼형제자매","","110",
"종로구","계","45~49세","2세대가구-조부모+미혼손자녀","","X",
"종로구","계","45~49세","2세대가구-조부 또는 조모+미혼손자녀","","X",
"종로구","계","45~49세","2세대가구-기타","","759",
"종로구","계","45~49세","3세대가구-계","","1056",
"종로구","계","45~49세","3세대가구-부부+미혼자녀+양친","","148",
"종로구","계","45~49세","3세대가구-부부+미혼자녀+부친","","76",
"종로구","계","45~49세","3세대가구-부부+미혼자녀+모친","","408",
"종로구","계","45~49세","3세대가구-기타","","424",
"종로구","계","45~49세","4세대이상 가구","","X",
"종로구","계","45~49세","1인가구","","1704",
"종로구","계","45~49세","비친족가구","","309",
"종로구","계","50~54세","일반가구원","","11462",
"종로구","계","50~54세","1세대가구-계","","1516",
"종로구","계","50~54세","1세대가구-부부","","1273",
"종로구","계","50~54세","1세대가구-부부+미혼형제자매","","24",
"종로구","계","50~54세","1세대가구-부부+기타 친인척","","X",
"종로구","계","50~54세","1세대가구-가구주+미혼형제자매","","100",
"종로구","계","50~54세","1세대가구-가구주+기타 친인척","","8",
"종로구","계","50~54세","1세대가구-기타","","109",
"종로구","계","50~54세","2세대가구-계","","7273",
"종로구","계","50~54세","2세대가구-부부+미혼자녀","","5169",
"종로구","계","50~54세","2세대가구-부+미혼자녀","","227",
"종로구","계","50~54세","2세대가구-모+미혼자녀","","971",
"종로구","계","50~54세","2세대가구-부부+양친","","19",
"종로구","계","50~54세","2세대가구-부부+한부모","","74",
"종로구","계","50~54세","2세대가구-부부+미혼자녀+부부미혼형제자매","","98",
"종로구","계","50~54세","2세대가구-조부모+미혼손자녀","","X",
"종로구","계","50~54세","2세대가구-조부 또는 조모+미혼손자녀","","X",
"종로구","계","50~54세","2세대가구-기타","","712",
"종로구","계","50~54세","3세대가구-계","","861",
"종로구","계","50~54세","3세대가구-부부+미혼자녀+양친","","55",
"종로구","계","50~54세","3세대가구-부부+미혼자녀+부친","","83",
"종로구","계","50~54세","3세대가구-부부+미혼자녀+모친","","346",
"종로구","계","50~54세","3세대가구-기타","","377",
"종로구","계","50~54세","4세대이상 가구","","X",
"종로구","계","50~54세","1인가구","","1521",
"종로구","계","50~54세","비친족가구","","290",
"종로구","계","55~59세","일반가구원","","11781",
"종로구","계","55~59세","1세대가구-계","","2139",
"종로구","계","55~59세","1세대가구-부부","","1922",
"종로구","계","55~59세","1세대가구-부부+미혼형제자매","","22",
"종로구","계","55~59세","1세대가구-부부+기타 친인척","","X",
"종로구","계","55~59세","1세대가구-가구주+미혼형제자매","","47",
"종로구","계","55~59세","1세대가구-가구주+기타 친인척","","13",
"종로구","계","55~59세","1세대가구-기타","","131",
"종로구","계","55~59세","2세대가구-계","","6833",
"종로구","계","55~59세","2세대가구-부부+미혼자녀","","4727",
"종로구","계","55~59세","2세대가구-부+미혼자녀","","259",
"종로구","계","55~59세","2세대가구-모+미혼자녀","","920",
"종로구","계","55~59세","2세대가구-부부+양친","","27",
"종로구","계","55~59세","2세대가구-부부+한부모","","109",
"종로구","계","55~59세","2세대가구-부부+미혼자녀+부부미혼형제자매","","69",
"종로구","계","55~59세","2세대가구-조부모+미혼손자녀","","15",
"종로구","계","55~59세","2세대가구-조부 또는 조모+미혼손자녀","","X",
"종로구","계","55~59세","2세대가구-기타","","703",
"종로구","계","55~59세","3세대가구-계","","794",
"종로구","계","55~59세","3세대가구-부부+미혼자녀+양친","","60",
"종로구","계","55~59세","3세대가구-부부+미혼자녀+부친","","39",
"종로구","계","55~59세","3세대가구-부부+미혼자녀+모친","","342",
"종로구","계","55~59세","3세대가구-기타","","353",
"종로구","계","55~59세","4세대이상 가구","","12",
"종로구","계","55~59세","1인가구","","1718",
"종로구","계","55~59세","비친족가구","","285",
"종로구","계","60~64세","일반가구원","","10125",
"종로구","계","60~64세","1세대가구-계","","2894",
"종로구","계","60~64세","1세대가구-부부","","2635",
"종로구","계","60~64세","1세대가구-부부+미혼형제자매","","21",
"종로구","계","60~64세","1세대가구-부부+기타 친인척","","7",
"종로구","계","60~64세","1세대가구-가구주+미혼형제자매","","40",
"종로구","계","60~64세","1세대가구-가구주+기타 친인척","","18",
"종로구","계","60~64세","1세대가구-기타","","173",
"종로구","계","60~64세","2세대가구-계","","4669",
"종로구","계","60~64세","2세대가구-부부+미혼자녀","","3026",
"종로구","계","60~64세","2세대가구-부+미혼자녀","","200",
"종로구","계","60~64세","2세대가구-모+미혼자녀","","602",
"종로구","계","60~64세","2세대가구-부부+양친","","33",
"종로구","계","60~64세","2세대가구-부부+한부모","","109",
"종로구","계","60~64세","2세대가구-부부+미혼자녀+부부미혼형제자매","","34",
"종로구","계","60~64세","2세대가구-조부모+미혼손자녀","","37",
"종로구","계","60~64세","2세대가구-조부 또는 조모+미혼손자녀","","8",
"종로구","계","60~64세","2세대가구-기타","","620",
"종로구","계","60~64세","3세대가구-계","","653",
"종로구","계","60~64세","3세대가구-부부+미혼자녀+양친","","105",
"종로구","계","60~64세","3세대가구-부부+미혼자녀+부친","","29",
"종로구","계","60~64세","3세대가구-부부+미혼자녀+모친","","231",
"종로구","계","60~64세","3세대가구-기타","","288",
"종로구","계","60~64세","4세대이상 가구","","8",
"종로구","계","60~64세","1인가구","","1572",
"종로구","계","60~64세","비친족가구","","329",
"종로구","계","65~69세","일반가구원","","7057",
"종로구","계","65~69세","1세대가구-계","","2669",
"종로구","계","65~69세","1세대가구-부부","","2469",
"종로구","계","65~69세","1세대가구-부부+미혼형제자매","","16",
"종로구","계","65~69세","1세대가구-부부+기타 친인척","","X",
"종로구","계","65~69세","1세대가구-가구주+미혼형제자매","","27",
"종로구","계","65~69세","1세대가구-가구주+기타 친인척","","10",
"종로구","계","65~69세","1세대가구-기타","","143",
"종로구","계","65~69세","2세대가구-계","","2446",
"종로구","계","65~69세","2세대가구-부부+미혼자녀","","1373",
"종로구","계","65~69세","2세대가구-부+미혼자녀","","109",
"종로구","계","65~69세","2세대가구-모+미혼자녀","","359",
"종로구","계","65~69세","2세대가구-부부+양친","","21",
"종로구","계","65~69세","2세대가구-부부+한부모","","74",
"종로구","계","65~69세","2세대가구-부부+미혼자녀+부부미혼형제자매","","15",
"종로구","계","65~69세","2세대가구-조부모+미혼손자녀","","45",
"종로구","계","65~69세","2세대가구-조부 또는 조모+미혼손자녀","","10",
"종로구","계","65~69세","2세대가구-기타","","440",
"종로구","계","65~69세","3세대가구-계","","546",
"종로구","계","65~69세","3세대가구-부부+미혼자녀+양친","","109",
"종로구","계","65~69세","3세대가구-부부+미혼자녀+부친","","17",
"종로구","계","65~69세","3세대가구-부부+미혼자녀+모친","","155",
"종로구","계","65~69세","3세대가구-기타","","265",
"종로구","계","65~69세","4세대이상 가구","","7",
"종로구","계","65~69세","1인가구","","1201",
"종로구","계","65~69세","비친족가구","","188",
"종로구","계","70~74세","일반가구원","","5960",
"종로구","계","70~74세","1세대가구-계","","2251",
"종로구","계","70~74세","1세대가구-부부","","2117",
"종로구","계","70~74세","1세대가구-부부+미혼형제자매","","10",
"종로구","계","70~74세","1세대가구-부부+기타 친인척","","X",
"종로구","계","70~74세","1세대가구-가구주+미혼형제자매","","20",
"종로구","계","70~74세","1세대가구-가구주+기타 친인척","","6",
"종로구","계","70~74세","1세대가구-기타","","96",
"종로구","계","70~74세","2세대가구-계","","1822",
"종로구","계","70~74세","2세대가구-부부+미혼자녀","","840",
"종로구","계","70~74세","2세대가구-부+미혼자녀","","57",
"종로구","계","70~74세","2세대가구-모+미혼자녀","","323",
"종로구","계","70~74세","2세대가구-부부+양친","","13",
"종로구","계","70~74세","2세대가구-부부+한부모","","47",
"종로구","계","70~74세","2세대가구-부부+미혼자녀+부부미혼형제자매","","10",
"종로구","계","70~74세","2세대가구-조부모+미혼손자녀","","54",
"종로구","계","70~74세","2세대가구-조부 또는 조모+미혼손자녀","","30",
"종로구","계","70~74세","2세대가구-기타","","448",
"종로구","계","70~74세","3세대가구-계","","605",
"종로구","계","70~74세","3세대가구-부부+미혼자녀+양친","","131",
"종로구","계","70~74세","3세대가구-부부+미혼자녀+부친","","34",
"종로구","계","70~74세","3세대가구-부부+미혼자녀+모친","","146",
"종로구","계","70~74세","3세대가구-기타","","294",
"종로구","계","70~74세","4세대이상 가구","","X",
"종로구","계","70~74세","1인가구","","1120",
"종로구","계","70~74세","비친족가구","","160",
"종로구","계","75~79세","일반가구원","","5277",
"종로구","계","75~79세","1세대가구-계","","1820",
"종로구","계","75~79세","1세대가구-부부","","1733",
"종로구","계","75~79세","1세대가구-부부+미혼형제자매","","9",
"종로구","계","75~79세","1세대가구-부부+기타 친인척","","X",
"종로구","계","75~79세","1세대가구-가구주+미혼형제자매","","X",
"종로구","계","75~79세","1세대가구-가구주+기타 친인척","","9",
"종로구","계","75~79세","1세대가구-기타","","61",
"종로구","계","75~79세","2세대가구-계","","1575",
"종로구","계","75~79세","2세대가구-부부+미혼자녀","","528",
"종로구","계","75~79세","2세대가구-부+미혼자녀","","60",
"종로구","계","75~79세","2세대가구-모+미혼자녀","","326",
"종로구","계","75~79세","2세대가구-부부+양친","","14",
"종로구","계","75~79세","2세대가구-부부+한부모","","41",
"종로구","계","75~79세","2세대가구-부부+미혼자녀+부부미혼형제자매","","8",
"종로구","계","75~79세","2세대가구-조부모+미혼손자녀","","77",
"종로구","계","75~79세","2세대가구-조부 또는 조모+미혼손자녀","","50",
"종로구","계","75~79세","2세대가구-기타","","471",
"종로구","계","75~79세","3세대가구-계","","691",
"종로구","계","75~79세","3세대가구-부부+미혼자녀+양친","","125",
"종로구","계","75~79세","3세대가구-부부+미혼자녀+부친","","31",
"종로구","계","75~79세","3세대가구-부부+미혼자녀+모친","","195",
"종로구","계","75~79세","3세대가구-기타","","340",
"종로구","계","75~79세","4세대이상 가구","","X",
"종로구","계","75~79세","1인가구","","1047",
"종로구","계","75~79세","비친족가구","","143",
"종로구","계","80~84세","일반가구원","","3341",
"종로구","계","80~84세","1세대가구-계","","1009",
"종로구","계","80~84세","1세대가구-부부","","951",
"종로구","계","80~84세","1세대가구-부부+미혼형제자매","","X",
"종로구","계","80~84세","1세대가구-부부+기타 친인척","","7",
"종로구","계","80~84세","1세대가구-가구주+미혼형제자매","","11",
"종로구","계","80~84세","1세대가구-가구주+기타 친인척","","X",
"종로구","계","80~84세","1세대가구-기타","","35",
"종로구","계","80~84세","2세대가구-계","","934",
"종로구","계","80~84세","2세대가구-부부+미혼자녀","","199",
"종로구","계","80~84세","2세대가구-부+미혼자녀","","26",
"종로구","계","80~84세","2세대가구-모+미혼자녀","","183",
"종로구","계","80~84세","2세대가구-부부+양친","","15",
"종로구","계","80~84세","2세대가구-부부+한부모","","51",
"종로구","계","80~84세","2세대가구-부부+미혼자녀+부부미혼형제자매","","X",
"종로구","계","80~84세","2세대가구-조부모+미혼손자녀","","37",
"종로구","계","80~84세","2세대가구-조부 또는 조모+미혼손자녀","","70",
"종로구","계","80~84세","2세대가구-기타","","351",
"종로구","계","80~84세","3세대가구-계","","599",
"종로구","계","80~84세","3세대가구-부부+미혼자녀+양친","","62",
"종로구","계","80~84세","3세대가구-부부+미혼자녀+부친","","47",
"종로구","계","80~84세","3세대가구-부부+미혼자녀+모친","","205",
"종로구","계","80~84세","3세대가구-기타","","285",
"종로구","계","80~84세","4세대이상 가구","","X",
"종로구","계","80~84세","1인가구","","704",
"종로구","계","80~84세","비친족가구","","91",
"종로구","계","85세이상","일반가구원","","2065",
"종로구","계","85세이상","1세대가구-계","","412",
"종로구","계","85세이상","1세대가구-부부","","372",
"종로구","계","85세이상","1세대가구-부부+미혼형제자매","","X",
"종로구","계","85세이상","1세대가구-부부+기타 친인척","","X",
"종로구","계","85세이상","1세대가구-가구주+미혼형제자매","","X",
"종로구","계","85세이상","1세대가구-가구주+기타 친인척","","7",
"종로구","계","85세이상","1세대가구-기타","","29",
"종로구","계","85세이상","2세대가구-계","","627",
"종로구","계","85세이상","2세대가구-부부+미혼자녀","","62",
"종로구","계","85세이상","2세대가구-부+미혼자녀","","21",
"종로구","계","85세이상","2세대가구-모+미혼자녀","","126",
"종로구","계","85세이상","2세대가구-부부+양친","","11",
"종로구","계","85세이상","2세대가구-부부+한부모","","115",
"종로구","계","85세이상","2세대가구-부부+미혼자녀+부부미혼형제자매","","X",
"종로구","계","85세이상","2세대가구-조부모+미혼손자녀","","16",
"종로구","계","85세이상","2세대가구-조부 또는 조모+미혼손자녀","","39",
"종로구","계","85세이상","2세대가구-기타","","237",
"종로구","계","85세이상","3세대가구-계","","474",
"종로구","계","85세이상","3세대가구-부부+미혼자녀+양친","","30",
"종로구","계","85세이상","3세대가구-부부+미혼자녀+부친","","34",
"종로구","계","85세이상","3세대가구-부부+미혼자녀+모친","","193",
"종로구","계","85세이상","3세대가구-기타","","217",
"종로구","계","85세이상","4세대이상 가구","","15",
"종로구","계","85세이상","1인가구","","470",
"종로구","계","85세이상","비친족가구","","67",
"종로구","남자","합계","일반가구원","","65594",
"종로구","남자","합계","1세대가구-계","","10218",
"종로구","남자","합계","1세대가구-부부","","8611",
"종로구","남자","합계","1세대가구-부부+미혼형제자매","","102",
"종로구","남자","합계","1세대가구-부부+기타 친인척","","25",
"종로구","남자","합계","1세대가구-가구주+미혼형제자매","","898",
"종로구","남자","합계","1세대가구-가구주+기타 친인척","","74",
"종로구","남자","합계","1세대가구-기타","","508",
"종로구","남자","합계","2세대가구-계","","35849",
"종로구","남자","합계","2세대가구-부부+미혼자녀","","25800",
"종로구","남자","합계","2세대가구-부+미혼자녀","","2164",
"종로구","남자","합계","2세대가구-모+미혼자녀","","3039",
"종로구","남자","합계","2세대가구-부부+양친","","122",
"종로구","남자","합계","2세대가구-부부+한부모","","314",
"종로구","남자","합계","2세대가구-부부+미혼자녀+부부미혼형제자매","","499",
"종로구","남자","합계","2세대가구-조부모+미혼손자녀","","229",
"종로구","남자","합계","2세대가구-조부 또는 조모+미혼손자녀","","174",
"종로구","남자","합계","2세대가구-기타","","3508",
"종로구","남자","합계","3세대가구-계","","5408",
"종로구","남자","합계","3세대가구-부부+미혼자녀+양친","","835",
"종로구","남자","합계","3세대가구-부부+미혼자녀+부친","","489",
"종로구","남자","합계","3세대가구-부부+미혼자녀+모친","","1701",
"종로구","남자","합계","3세대가구-기타","","2383",
"종로구","남자","합계","4세대이상 가구","","42",
"종로구","남자","합계","1인가구","","11942",
"종로구","남자","합계","비친족가구","","2135",
"종로구","남자","15세미만","일반가구원","","6183",
"종로구","남자","15세미만","1세대가구-계","","13",
"종로구","남자","15세미만","1세대가구-부부","","X",
"종로구","남자","15세미만","1세대가구-부부+미혼형제자매","","X",
"종로구","남자","15세미만","1세대가구-부부+기타 친인척","","X",
"종로구","남자","15세미만","1세대가구-가구주+미혼형제자매","","X",
"종로구","남자","15세미만","1세대가구-가구주+기타 친인척","","X",
"종로구","남자","15세미만","1세대가구-기타","","X",
"종로구","남자","15세미만","2세대가구-계","","5227",
"종로구","남자","15세미만","2세대가구-부부+미혼자녀","","4292",
"종로구","남자","15세미만","2세대가구-부+미혼자녀","","188",
"종로구","남자","15세미만","2세대가구-모+미혼자녀","","405",
"종로구","남자","15세미만","2세대가구-부부+양친","","X",
"종로구","남자","15세미만","2세대가구-부부+한부모","","X",
"종로구","남자","15세미만","2세대가구-부부+미혼자녀+부부미혼형제자매","","93",
"종로구","남자","15세미만","2세대가구-조부모+미혼손자녀","","42",
"종로구","남자","15세미만","2세대가구-조부 또는 조모+미혼손자녀","","23",
"종로구","남자","15세미만","2세대가구-기타","","184",
"종로구","남자","15세미만","3세대가구-계","","922",
"종로구","남자","15세미만","3세대가구-부부+미혼자녀+양친","","174",
"종로구","남자","15세미만","3세대가구-부부+미혼자녀+부친","","70",
"종로구","남자","15세미만","3세대가구-부부+미혼자녀+모친","","313",
"종로구","남자","15세미만","3세대가구-기타","","365",
"종로구","남자","15세미만","4세대이상 가구","","11",
"종로구","남자","15세미만","1인가구","","X",
"종로구","남자","15세미만","비친족가구","","9",
"종로구","남자","15~19세","일반가구원","","2803",
"종로구","남자","15~19세","1세대가구-계","","24",
"종로구","남자","15~19세","1세대가구-부부","","X",
"종로구","남자","15~19세","1세대가구-부부+미혼형제자매","","X",
"종로구","남자","15~19세","1세대가구-부부+기타 친인척","","X",
"종로구","남자","15~19세","1세대가구-가구주+미혼형제자매","","24",
"종로구","남자","15~19세","1세대가구-가구주+기타 친인척","","X",
"종로구","남자","15~19세","1세대가구-기타","","X",
"종로구","남자","15~19세","2세대가구-계","","2236",
"종로구","남자","15~19세","2세대가구-부부+미혼자녀","","1669",
"종로구","남자","15~19세","2세대가구-부+미혼자녀","","107",
"종로구","남자","15~19세","2세대가구-모+미혼자녀","","309",
"종로구","남자","15~19세","2세대가구-부부+양친","","X",
"종로구","남자","15~19세","2세대가구-부부+한부모","","X",
"종로구","남자","15~19세","2세대가구-부부+미혼자녀+부부미혼형제자매","","21",
"종로구","남자","15~19세","2세대가구-조부모+미혼손자녀","","18",
"종로구","남자","15~19세","2세대가구-조부 또는 조모+미혼손자녀","","14",
"종로구","남자","15~19세","2세대가구-기타","","98",
"종로구","남자","15~19세","3세대가구-계","","348",
"종로구","남자","15~19세","3세대가구-부부+미혼자녀+양친","","37",
"종로구","남자","15~19세","3세대가구-부부+미혼자녀+부친","","23",
"종로구","남자","15~19세","3세대가구-부부+미혼자녀+모친","","144",
"종로구","남자","15~19세","3세대가구-기타","","144",
"종로구","남자","15~19세","4세대이상 가구","","X",
"종로구","남자","15~19세","1인가구","","157",
"종로구","남자","15~19세","비친족가구","","38",
"종로구","남자","20~24세","일반가구원","","4230",
"종로구","남자","20~24세","1세대가구-계","","169",
"종로구","남자","20~24세","1세대가구-부부","","X",
"종로구","남자","20~24세","1세대가구-부부+미혼형제자매","","X",
"종로구","남자","20~24세","1세대가구-부부+기타 친인척","","X",
"종로구","남자","20~24세","1세대가구-가구주+미혼형제자매","","149",
"종로구","남자","20~24세","1세대가구-가구주+기타 친인척","","7",
"종로구","남자","20~24세","1세대가구-기타","","8",
"종로구","남자","20~24세","2세대가구-계","","2291",
"종로구","남자","20~24세","2세대가구-부부+미혼자녀","","1581",
"종로구","남자","20~24세","2세대가구-부+미혼자녀","","156",
"종로구","남자","20~24세","2세대가구-모+미혼자녀","","355",
"종로구","남자","20~24세","2세대가구-부부+양친","","X",
"종로구","남자","20~24세","2세대가구-부부+한부모","","X",
"종로구","남자","20~24세","2세대가구-부부+미혼자녀+부부미혼형제자매","","20",
"종로구","남자","20~24세","2세대가구-조부모+미혼손자녀","","8",
"종로구","남자","20~24세","2세대가구-조부 또는 조모+미혼손자녀","","37",
"종로구","남자","20~24세","2세대가구-기타","","132",
"종로구","남자","20~24세","3세대가구-계","","315",
"종로구","남자","20~24세","3세대가구-부부+미혼자녀+양친","","24",
"종로구","남자","20~24세","3세대가구-부부+미혼자녀+부친","","22",
"종로구","남자","20~24세","3세대가구-부부+미혼자녀+모친","","113",
"종로구","남자","20~24세","3세대가구-기타","","156",
"종로구","남자","20~24세","4세대이상 가구","","X",
"종로구","남자","20~24세","1인가구","","1236",
"종로구","남자","20~24세","비친족가구","","219",
"종로구","남자","25~29세","일반가구원","","6167",
"종로구","남자","25~29세","1세대가구-계","","377",
"종로구","남자","25~29세","1세대가구-부부","","107",
"종로구","남자","25~29세","1세대가구-부부+미혼형제자매","","8",
"종로구","남자","25~29세","1세대가구-부부+기타 친인척","","X",
"종로구","남자","25~29세","1세대가구-가구주+미혼형제자매","","240",
"종로구","남자","25~29세","1세대가구-가구주+기타 친인척","","7",
"종로구","남자","25~29세","1세대가구-기타","","15",
"종로구","남자","25~29세","2세대가구-계","","2887",
"종로구","남자","25~29세","2세대가구-부부+미혼자녀","","1848",
"종로구","남자","25~29세","2세대가구-부+미혼자녀","","167",
"종로구","남자","25~29세","2세대가구-모+미혼자녀","","557",
"종로구","남자","25~29세","2세대가구-부부+양친","","X",
"종로구","남자","25~29세","2세대가구-부부+한부모","","X",
